epoch,accuracy,loss,val_accuracy,val_loss
0,0.7555435299873352,0.7212724685668945,NA,NA
0,0.7560867071151733,0.7194250822067261,NA,NA
1,0.759046733379364,0.6782916188240051,NA,NA
2,0.7677332758903503,0.6672975420951843,NA,NA
3,0.7841907143592834,0.6072339415550232,NA,NA
4,0.7877551913261414,0.5943712592124939,NA,NA
5,0.7956684827804565,0.5688630938529968,NA,NA
6,0.8068804740905762,0.525438666343689,NA,NA
7,0.8105133771896362,0.5062370896339417,NA,NA
8,0.812818169593811,0.49670159816741943,NA,NA
9,0.8129815459251404,0.49464061856269836,NA,NA
10,0.7643380165100098,0.6766771674156189,NA,NA
11,0.7669857144355774,0.6626734137535095,NA,NA
12,0.7760327458381653,0.6366405487060547,NA,NA
13,0.7979676723480225,0.5603375434875488,NA,NA
14,0.8063382506370544,0.5270883440971375,NA,NA
